1,1,3,31.213
1,1,4,28.403
1,1,5,29.749
2,1,3,5.503
2,1,4,5.452
2,1,5,5.431
3,1,3,6.957
3,1,4,6.938
3,1,5,6.990
4,1,3,3.219
4,1,4,3.165
4,1,5,3.181
5,1,3,10.742
5,1,4,10.702
5,1,5,10.799
6,1,3,4.109
6,1,4,4.103
6,1,5,4.083
7,1,3,18.453
7,1,4,18.435
7,1,5,18.443
8,1,3,8.631
8,1,4,8.632
8,1,5,8.627
9,1,3,16.383
9,1,4,16.662
9,1,5,16.407
10,1,3,12.955
10,1,4,12.887
10,1,5,12.840
11,1,3,8.917
11,1,4,8.860
11,1,5,8.896
12,1,3,4.868
12,1,4,4.866
12,1,5,4.842
13,1,3,13.999
13,1,4,13.990
13,1,5,14.014
14,1,3,5.192
14,1,4,5.208
14,1,5,5.219
15,1,3,8.182
15,1,4,8.173
15,1,5,8.221
16,1,3,2.589
16,1,4,2.607
16,1,5,2.558
17,1,3,41.362
17,1,4,41.079
17,1,5,41.328
18,1,3,36.901
18,1,4,37.314
18,1,5,36.437
19,1,3,9.512
19,1,4,9.489
19,1,5,9.461
20,1,3,8.514
20,1,4,8.458
20,1,5,8.725
21,1,3,25.522
21,1,4,25.506
21,1,5,25.407
22,1,3,6.498
22,1,4,6.480
22,1,5,6.456
